session;created;modified;ended;expired;datenschutz;flen_AN1;flen_UM1;flen_AN2;flen_UM2;flen_WI1;flen_AN3;flen_UM3;flen_WI2;flen_AN4;flen_UM4;flen_WI3;tc_st;tc_sr;tfe_1_st;tfe_2_st;tfe_3_st;tfe_4_st;tfe_5_st;sel_1_st;sel_2_st;sel_3_st;sel_4_st;sel_5_st;enr_1_st;enr_2_st;enr_3_st;enr_4_st;enr_5_st;rel_1_st;rel_2_st;rel_3_st;rel_4_st;tfe_1_sr;tfe_2_sr;tfe_3_sr;tfe_4_sr;tfe_5_sr;sel_1_sr;sel_2_sr;sel_3_sr;sel_4_sr;sel_5_sr;enr_1_sr;enr_2_sr;enr_3_sr;enr_4_sr;enr_5_sr;rel_1_sr;rel_2_sr;rel_3_sr;rel_4_sr;standort;standort_other;semester;lehramt;lehramt_other;fach;fach_other
l7nTbXxZHYx4jnDJKxGTkgpJoRX273z2fwKjqS7YUqxCGHcjOEhkY7Q256e36n6f;27.05.2019 23:51;27.05.2019 23:57;NA;NA;1;3;2;3;4;4;3;4;3;3;1;1;2;NA;2;2;3;4;4;3;5;4;3;1;3;4;4;4;6;4;6;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8rmlDiXgU7uRE9QtVOGWT31s2g3Ub-VABuOAE11yPrWIcdV-ZIMd4ogB4xySbnCK;28.05.2019 14:58;28.05.2019 15:01;NA;NA;1;4;3;4;2;3;3;3;2;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VZbhcvrlYkclLVsSDqe-LT2mBUAhMC667z_fy2KQn_c3_P49D1RSKHySg3ogns5l;28.05.2019 17:05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TfxQHzKqVIviw8t21s0S10KEK6JqktbH5EczUN6UCC2Jbe-sexz04jGbSowqYB04;28.05.2019 19:31;28.05.2019 19:42;28.05.2019 19:42;NA;1;3;4;4;2;4;4;4;3;3;4;1;2;1;2;4;1;3;1;4;5;3;5;4;2;5;5;2;3;5;5;5;6;3;2;1;1;1;4;4;4;4;4;4;5;3;4;4;5;4;5;5;1;NA;6;1;NA;12, 15;NA
TfxQHzKqVIviw8t21s0S10KEK6JqktbH5EczUN6UCC2Jbe-sexz04jGbSowqYB04;28.05.2019 19:42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
OCZ9VN7Z21MVpUlr17VZsZLQUwycXLUMUh2upES-XetS-6bWfFSvCNMvRLxXArlI;28.05.2019 21:45;28.05.2019 21:54;NA;NA;1;4;2;3;2;3;4;3;2;3;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
wCkcOJPuLDlzfJKpG3W1-xnZLEkXeSEhfAbu1csXKAPLgrZQDu9xN1QQ305dP3kF;29.05.2019 10:12;29.05.2019 10:43;29.05.2019 10:43;NA;1;4;4;3;2;3;3;3;1;3;3;1;2;1;2;2;3;3;1;3;4;4;4;4;3;2;3;3;2;5;5;4;3;2;3;2;2;3;4;5;4;3;4;1;3;3;3;4;5;5;4;4;2;NA;4;5;NA;51;NA
S3OQCNiYllG_gdpOIVvH59i-FiTl6GzLu7O8bHBvD_5kvjRHehs1jzNayoXd24aW;29.05.2019 10:29;29.05.2019 10:46;29.05.2019 10:46;NA;1;3;2;1;1;3;3;4;3;4;3;4;2;1;3;2;3;2;1;5;5;5;5;5;3;4;3;3;2;4;4;4;4;2;3;2;2;2;5;5;5;5;5;3;4;2;4;2;4;3;4;3;2;NA;5;5;NA;50, 51;NA
7Qh2TmU8M35XtQmW6Mz3Pt5jj7amX2Hj73LNkcA-o4dw2QPCwyCAS4CVtFOJ5RYD;29.05.2019 10:47;29.05.2019 11:01;29.05.2019 11:01;NA;1;4;3;4;3;3;3;2;2;4;3;2;2;1;4;4;4;4;2;2;5;3;3;2;5;5;4;5;4;5;4;5;4;4;4;4;2;2;2;3;3;4;2;4;4;4;6;5;4;6;5;5;2;NA;6;5;NA;51;NA
jdsKJTlGKXEwRTDNa-X5PWT8YJJp3NZwv9RzF5gitJpwCpGU9wbzmko5tZQmETbc;29.05.2019 11:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
j4Pj716vCqIRhl-VNRjlBQka6qMlEwGDEKM4Qz-iERZRhIGnmsxSNf3Au1hsx95E;29.05.2019 11:01;29.05.2019 12:34;29.05.2019 12:34;NA;1;3;3;3;3;2;3;2;3;2;3;3;1;2;2;NA;3;4;2;5;3;5;4;4;NA;3;4;NA;NA;NA;NA;NA;4;3;3;2;2;2;3;4;6;3;6;4;3;3;4;4;5;4;2;4;2;NA;8;5;NA;4;NA
TahiLPagJb5Hzc-odrJAFNOlQcKPhbFs2YKMsuZMHMijcmvZ2vWT2HeN9SSjglzm;29.05.2019 11:08;29.05.2019 11:11;NA;NA;1;3;4;3;4;2;3;4;2;4;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7r7b55Tm96ighUMOCHXrI2FTIwNpIN6c10Zlx52VRe_YxKKDzjp5L3W1IFvcgLrJ;29.05.2019 11:49;29.05.2019 11:54;NA;NA;1;3;4;3;2;2;4;4;1;4;3;1;2;NA;3;2;3;4;2;4;4;4;4;4;4;4;4;3;4;5;6;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
x2I1iKSfQRnHpIEAkUT9A4Bc-Wyc4SuLwnkWOO78R00-lHRTN9TrV6piY4Y08etR;29.05.2019 12:20;29.05.2019 12:22;NA;NA;1;4;3;4;1;2;4;3;1;4;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KP9bPMvcQ4b7_czsRMOQm7Z0fQZCkBVW_8yek2_stxFuogQL33nF01XsTXTYaHd8;29.05.2019 12:25;30.05.2019 00:12;NA;NA;1;4;3;4;4;4;4;4;1;4;3;2;1;NA;4;2;4;3;4;5;4;4;3;2;3;3;4;3;6;3;5;5;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
wJCL9xvovrdn8rTDsiCOMpF8CS67PustOY-bOiNeEk3xjBs9XV-Scckiu3y-E41v;29.05.2019 15:11;29.05.2019 15:19;NA;NA;1;3;2;4;1;3;4;2;2;4;2;2;2;NA;4;3;2;3;2;4;6;4;5;5;3;2;2;2;4;4;6;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
vTujKvHUfGtmzi9HFjkH6akGZHjdToGaYrP3kDDUcZK7mmeaT44W3IGfCC3ZeD5c;29.05.2019 15:30;29.05.2019 15:48;29.05.2019 15:48;NA;1;4;3;4;1;3;2;1;1;3;3;3;2;2;NA;4;5;2;4;6;5;5;5;5;4;5;6;5;6;4;4;4;5;5;4;5;3;5;4;5;5;4;5;4;5;NA;5;5;5;4;3;5;2;NA;4;5;NA;51, 52;NA
vTujKvHUfGtmzi9HFjkH6akGZHjdToGaYrP3kDDUcZK7mmeaT44W3IGfCC3ZeD5c;29.05.2019 15:48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
UDF9cQVB46gXZ2P8VebyaKwByCU_jYfEZmltsvjIEcRW8tawOhy27iBsYuk7hawt;29.05.2019 16:27;29.05.2019 16:55;29.05.2019 16:55;NA;1;2;3;2;4;3;2;4;2;2;3;2;2;2;4;2;3;5;3;5;4;4;5;4;4;3;6;3;6;4;4;5;4;3;3;2;3;3;4;5;5;4;3;3;5;4;5;2;2;3;3;3;2;NA;6;5;NA;51;NA
vEXygXIPvrZMrN0KPS7tHh-VcR9c6akwPEENpiLVS6U4N_fJMW8D9PosSA9ISuc_;29.05.2019 16:39;29.05.2019 16:40;NA;NA;1;3;3;3;3;3;3;3;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Tfo_Hw4ZaTHiAI2sKYPxEcOeBNFrWx0_9H_qLyV82iJNAsCnq61Co7tdMepL0Qnl;30.05.2019 13:35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bjo5PgrTGY9iySe9Gc8mMsheqk06_ADfmYTLYAW2M7PUanl5NQugP2xf9tJXqujw;30.05.2019 13:36;30.05.2019 14:24;30.05.2019 14:24;NA;1;3;4;3;3;3;3;2;2;3;3;2;2;1;4;3;2;3;2;5;5;5;5;3;2;4;5;4;5;5;5;4;3;3;4;2;3;3;5;4;3;5;3;3;3;4;2;4;4;5;4;3;2;NA;6;5;NA;51;NA
bjo5PgrTGY9iySe9Gc8mMsheqk06_ADfmYTLYAW2M7PUanl5NQugP2xf9tJXqujw;30.05.2019 14:24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
0hOYlYr-OxUtbv8x1JvX-ShsBF56B9L0sj4wx9SEK46IrApx29EOvph6YjmvPoz-;31.05.2019 09:39;01.06.2019 16:52;01.06.2019 16:52;NA;1;3;2;3;3;4;4;3;3;3;4;4;1;2;2;3;4;4;4;3;5;5;4;5;4;4;3;5;4;5;6;5;4;4;5;4;4;4;3;5;5;5;5;4;4;3;5;3;3;5;3;5;2;NA;4;5;NA;51;NA
RQglpHra7uLYTw1se3kOO5A1n08QMzVu1PmY2TMjnXOwoptUziXa6T10hyVUCHLE;31.05.2019 10:00;31.05.2019 10:12;31.05.2019 10:12;NA;1;4;4;4;1;3;4;3;2;4;4;2;2;1;2;3;2;2;2;4;4;4;5;5;2;3;5;2;4;5;4;4;5;2;2;2;1;2;4;3;5;3;4;2;2;3;3;3;4;4;5;5;2;NA;4;5;NA;51;NA
RQglpHra7uLYTw1se3kOO5A1n08QMzVu1PmY2TMjnXOwoptUziXa6T10hyVUCHLE;31.05.2019 10:13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jNiJENMWkX-cSjWkBhP-oHwBYmsFWFCh2tlZ8x296fB__9hCC-w2L3mZyNbHRk-T;31.05.2019 14:18;31.05.2019 14:18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9bs2HORGSzKVqlYZ794o9RyBXTtijjdlSqD7dPWEpLBRgiEQ3jM8MaWJQtFXk0OA;31.05.2019 14:21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RIBrviEmpI9XmhTBuiAoaz8Hi-ZMZ8QcQya9l8LUhkeI9v82iD8Pwnns34CgJ7bO;31.05.2019 14:25;31.05.2019 14:29;NA;NA;1;4;3;4;3;2;4;3;1;4;3;2;2;NA;3;3;1;4;1;5;4;5;4;4;5;6;5;4;4;4;4;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
UfQmMoijRtTVoYpJ8zd948moEfT8k0939U_D0UX1Gww5oWrA_9VnelKS2JgGzc2b;31.05.2019 14:26;31.05.2019 14:30;NA;NA;1;4;4;4;4;3;4;4;1;4;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CfDi0BxlHD-FuJk617x7xYCfwgVDLQSocpsNx5OkV_81pUh5rMQjwpzDxAjtVYpQ;31.05.2019 14:29;31.05.2019 14:34;NA;NA;1;4;4;3;4;3;3;4;1;3;4;2;2;NA;1;2;1;4;1;3;4;4;4;3;3;3;4;3;5;4;4;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CsY3PVq1JHsy8ScegvPhWcdJFIRQAo1BWBtGQlLIxgytuirbJJAe2VSik-sjl7sz;31.05.2019 14:31;31.05.2019 14:36;NA;NA;1;4;4;4;2;4;4;4;2;3;3;2;2;NA;2;3;1;3;1;4;3;5;2;2;2;5;5;2;3;3;5;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
QkvuAzJjWC1-OllZJxVgaU2h9P9YhCtfdbOaFQPo5_7OvrwjA9DUHLr8miYLRmSm;31.05.2019 15:23;31.05.2019 15:24;NA;NA;1;3;4;4;2;2;3;3;1;4;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NzNhNTEVpqHn4Z3_PXKmpgbeyaY0qU_Llq61LsswdMeA_n8sUaZS39OY-IJ9Dd33;31.05.2019 15:39;31.05.2019 15:43;31.05.2019 15:43;NA;1;3;3;3;1;3;3;4;1;3;3;4;2;1;2;5;4;4;4;5;5;4;5;4;4;5;4;4;5;3;4;5;3;4;NA;5;5;3;5;4;6;6;6;3;5;3;4;5;5;NA;5;5;6;NA;4;5;NA;37;NA
fn1gQ8hR6wj1llZbooJU61LyeoVzj58Yr7oHoalo_0JnXardORaL6T2HwRnX_Nfb;31.05.2019 15:45;31.05.2019 15:59;31.05.2019 15:59;NA;1;4;4;3;4;4;4;4;1;4;4;1;2;1;3;5;5;5;5;4;5;6;2;4;5;5;5;4;6;4;6;6;6;4;5;3;5;3;5;5;5;4;5;4;5;5;5;5;4;4;6;3;6;NA;2;1;NA;12, 18, 39;NA
UV--pog1OCoRhWmLi1hVOCtJeiMX1n4VOUrWCPQYYgS7Sd44COqIpE-V_VTbT82N;31.05.2019 15:59;31.05.2019 16:00;NA;NA;1;4;4;4;4;4;4;4;1;4;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fn1gQ8hR6wj1llZbooJU61LyeoVzj58Yr7oHoalo_0JnXardORaL6T2HwRnX_Nfb;31.05.2019 16:00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
oiWY0ux8iCncBgoggutSDTz8dJL9V73aKUNmlI6vPhWgj9GSnafuy4AM_-q3ZYBY;31.05.2019 16:11;31.05.2019 16:24;31.05.2019 16:24;NA;1;4;4;2;4;3;4;4;1;4;4;1;2;1;2;1;2;1;2;4;1;1;1;1;2;1;2;2;2;6;6;6;4;1;1;1;1;1;4;1;1;1;4;1;3;1;1;1;6;1;3;3;6;NA;6;7;NA;5, 37;NA
Q0CpfKCd4euzu_O_OfNFexWtBTjlSDnEs5RVA0bkEb9_-yKKwjG5G3RK80t5WyaR;31.05.2019 17:31;31.05.2019 17:43;31.05.2019 17:43;NA;1;3;4;3;4;2;4;4;4;3;4;3;2;1;2;1;2;1;1;3;4;5;3;2;2;5;2;3;2;3;3;4;4;1;1;2;1;1;3;2;3;3;2;2;5;3;4;2;3;3;4;2;6;NA;2;1;NA;39;NA
uLHrhktYrOz-Lcxjeh0AYanvCEq2wnGlbUUu2AoWp1RYhGe32pLHqfQQnIQt6X0_;31.05.2019 17:35;31.05.2019 17:39;NA;NA;1;4;4;4;3;4;4;4;4;4;4;1;2;NA;1;1;1;2;1;3;5;5;4;5;3;4;5;3;4;4;6;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WQzLFGE4NKuXS7cUkAdZNHJoebhorWB3L1Z0nc9RIWk6-M9jvz76MGEmTTTmZ3Y5;31.05.2019 17:56;31.05.2019 18:01;31.05.2019 18:01;NA;1;4;4;3;4;3;4;4;3;4;4;3;2;1;3;3;1;3;4;3;4;5;1;2;3;3;4;1;5;4;3;4;4;5;4;3;5;3;3;4;5;4;2;3;4;5;4;4;4;4;4;4;1;NA;6;1;NA;12, 13;NA
q128ZRI4XGUgYPrqJRH6tEMgOhDVjoofSBsUPZ7tG3oLitc5qQUP0eku2r4sXEhU;31.05.2019 18:02;31.05.2019 18:08;NA;NA;1;4;4;4;3;3;4;4;2;4;4;1;2;NA;3;3;2;5;4;5;4;4;5;2;5;5;6;5;4;5;5;6;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4gTUngddQoG1jq-58ER64vLVpSJBrfgWKQcr2YrbbWV6kDTNWJTYRXKmLfMlXwOr;31.05.2019 18:43;31.05.2019 18:52;31.05.2019 18:52;NA;1;2;2;3;4;4;2;4;3;3;3;3;2;1;2;2;2;2;1;5;3;5;5;4;2;4;2;3;1;4;3;3;5;2;2;5;3;2;3;5;6;2;3;3;4;4;4;5;1;5;5;5;6;NA;2;1;NA;31, 39;NA
aROeI2ZDZ4LEIJ_JR480HX14NsdX-8yYkwyBdsLKXNSYTqMIbdn2jLooRnAFzbpS;31.05.2019 18:53;31.05.2019 19:07;31.05.2019 19:07;NA;1;4;3;4;3;3;4;4;3;4;4;2;2;1;2;2;2;2;2;3;3;4;3;3;3;4;4;4;4;4;5;4;5;2;2;1;2;2;4;3;3;3;3;2;4;3;2;3;4;5;4;4;6;NA;2;1;NA;12, 39;NA
aROeI2ZDZ4LEIJ_JR480HX14NsdX-8yYkwyBdsLKXNSYTqMIbdn2jLooRnAFzbpS;31.05.2019 19:07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-0ZAYXxWxKnMHXTFW0s2FY182XvpMUaaZScyOUzENlrG6HM2jKiNA8Ll9yfh_cH2;31.05.2019 19:17;31.05.2019 19:38;31.05.2019 19:38;NA;1;4;3;4;3;3;4;3;1;4;4;1;2;1;4;5;5;5;2;3;5;4;4;3;5;5;5;4;5;6;6;6;6;3;NA;5;5;4;4;5;3;3;4;5;6;5;3;4;6;4;6;5;6;NA;6;3;NA;13, 18;NA
fT8tVjlX6Wgy4YZqZmZcm5inISYxWxf7YBudndenCUaJJYZt4sbHoH2UiG3wgxCd;31.05.2019 20:02;02.06.2019 19:26;02.06.2019 19:26;NA;1;4;3;4;1;4;4;2;3;4;2;1;3;2;2;2;1;3;3;6;5;5;5;3;4;2;5;3;4;5;5;5;6;2;2;2;4;4;3;4;5;4;2;2;3;3;3;5;6;4;5;3;6;NA;2;1;NA;39;NA
bskSp5JLHrVqPFk3PYm64A0XvL68JwuMA-Xoj4ic_TKjXdGxukWUVBaMVuCh0sDX;31.05.2019 20:36;31.05.2019 20:44;31.05.2019 20:44;NA;1;4;4;2;2;3;4;1;1;3;3;2;2;1;3;1;3;4;1;6;6;5;6;5;6;6;6;6;4;5;6;5;4;3;5;4;2;4;5;NA;2;4;3;4;4;3;4;6;3;4;4;4;6;NA;2;1;NA;5, 12, 39;NA
YVuvkVhP5F_NcVpac301dqWT9-f4IAuTlCjM3LUlO3XzPYPdyjSRWVnIXmtdC2OE;31.05.2019 22:09;06.06.2019 13:04;NA;NA;1;3;4;3;3;4;4;2;2;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
QmO3PptJyeQK2WIQpPxOKxwLhxJScMLlcLJknfy9Z-CdjDLuPoIYb5_sB8BYB2DQ;31.05.2019 22:49;31.05.2019 23:04;31.05.2019 23:04;NA;1;3;4;3;4;3;4;4;1;4;4;1;2;2;4;1;1;4;3;4;5;5;2;2;1;5;1;4;3;4;5;4;6;3;4;4;1;1;4;4;3;4;3;3;6;5;4;3;5;5;5;2;6;NA;2;1;NA;9, 12;NA
NovxlqYW4r6qMWO95d7Bwx7uXEVjJEVGC8znRZMypWMAnq_kgprJoNNmvl84Aw6k;31.05.2019 22:55;31.05.2019 22:58;NA;NA;1;4;2;4;3;3;4;3;3;4;2;2;2;NA;2;2;1;2;1;4;2;3;1;1;2;5;6;1;3;4;5;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
J4_LdNTRJGJNS353EggsRMw13IwO5I4iX7q0WJetm4HxRndMsejTNKltJBLuFpDG;01.06.2019 02:16;01.06.2019 02:17;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
34zg_3ppfIwTkoHkFQ_3z9bHtaEPMP-XQc9KW51yFQ2mE9F4lJcX8f5SaKfh8JY-;01.06.2019 08:34;01.06.2019 08:43;01.06.2019 08:43;NA;1;4;3;4;1;2;4;3;1;4;3;3;2;1;3;2;1;1;2;5;5;6;3;4;2;2;6;4;2;5;6;5;4;3;2;2;2;2;3;5;5;4;3;4;5;5;5;5;6;6;4;3;6;NA;4;1;NA;13;NA
34zg_3ppfIwTkoHkFQ_3z9bHtaEPMP-XQc9KW51yFQ2mE9F4lJcX8f5SaKfh8JY-;01.06.2019 08:43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7IoRoWzQsgFoEZ_qYRPSnb-3bMt-b7rCgZgwcOt7ioX48qNvtwNK8sBGm0c6K3ww;01.06.2019 09:16;01.06.2019 09:32;01.06.2019 09:32;NA;1;3;4;4;4;3;3;4;2;3;2;2;2;1;3;3;3;4;2;6;6;6;6;5;6;5;6;5;4;4;5;6;5;3;3;3;3;3;5;6;6;6;5;4;4;6;4;6;4;6;4;5;6;NA;2;1;NA;12, 39;NA
7IoRoWzQsgFoEZ_qYRPSnb-3bMt-b7rCgZgwcOt7ioX48qNvtwNK8sBGm0c6K3ww;01.06.2019 09:32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
